influence	blend_in	special	leader	authority
3843	yes	yes	no	no	yes
3844	no	yes	no	yes	no
3845	no	yes	no	yes	no
3846	yes	yes	no	yes	no
3847	yes	yes	no	no	yes
3848	no	yes	no	no	no
3849	yes	no	yes	yes	no
3850	no	yes	no	no	no
3851	yes	no	no	yes	yes
3852	yes	no	yes	yes	no
3853	yes	yes	no	yes	no
3854	no	yes	yes	no	yes
3855	yes	yes	no	no	no
3856	no	no	yes	no	yes
3857	yes	yes	yes	no	yes
3858	no	no	yes	no	yes
3859	yes	yes	no	no	no
3860	yes	yes	no	yes	yes
3861	no	no	yes	no	no
3862	no	yes	yes	yes	no
3863	yes	yes	no	yes	yes
3864	yes	no	yes	no	yes
3865	yes	yes	yes	yes	no
3866	no	yes	no	no	no
3867	no	yes	no	no	yes
3868	yes	yes	no	yes	yes
3869	no	yes	no	no	no
3870	yes	yes	no	yes	yes
3871	yes	no	yes	yes	yes
3872	no	yes	no	yes	no
3873	yes	no	no	yes	no
3874	no	yes	yes	yes	yes
3875	yes	no	yes	no	no
3876	no	yes	yes	no	no
3877	no	yes	no	no	no
3878	no	yes	no	no	no
3879	yes	yes	yes	yes	yes
3880	no	yes	no	no	no
3881	yes	no	yes	yes	no
3882	yes	yes	no	no	no
3883	yes	no	no	yes	no
3884	no	yes	yes	yes	yes
3885	yes	yes	yes	no	yes
3886	no	yes	no	no	yes
3887	no	yes	yes	yes	yes
3888	yes	yes	no	no	no
3889	yes	no	no	yes	no
3890	yes	yes	no	yes	no
3891	yes	yes	yes	yes	yes
3892	yes	yes	no	yes	yes
3893	yes	yes	no	yes	no
3894	no	yes	yes	yes	yes
3895	yes	yes	no	no	no
3896	yes	yes	no	yes	no
3897	yes	yes	no	yes	no
3898	yes	no	yes	yes	no
3899	no	no	yes	no	no
3900	no	no	no	no	no
3901	yes	yes	no	no	no
3902	yes	yes	yes	yes	no
3903	no	yes	yes	no	no
3904	yes	yes	yes	yes	yes
3905	yes	yes	yes	no	yes
3906	yes	yes	no	no	no
3907	no	yes	no	no	no
3908	no	yes	no	no	no
3909	yes	yes	no	no	no
3910	yes	no	yes	yes	no
3911	yes	yes	no	no	no
3912	no	yes	yes	no	yes
3913	yes	yes	yes	yes	yes
3914	yes	no	no	yes	no
3915	yes	yes	yes	no	no
3916	yes	yes	yes	yes	yes
3917	no	yes	yes	no	no
3918	no	no	yes	no	no
3919	yes	no	yes	yes	no
3920	yes	yes	no	yes	no
3921	no	yes	yes	no	yes
3922	no	yes	yes	no	no
3923	yes	no	yes	yes	yes
3924	no	yes	no	yes	no
3925	yes	yes	yes	yes	yes
3926	yes	no	yes	yes	yes
3927	yes	yes	no	no	no
3928	yes	yes	yes	no	yes
3929	yes	yes	yes	yes	yes
3930	yes	yes	no	yes	no
3931	no	yes	no	no	no
3932	yes	yes	no	no	no
3933	no	yes	no	no	no
3934	yes	yes	yes	yes	yes
3935	yes	no	no	yes	no
3936	yes	yes	yes	no	yes
3937	no	yes	no	yes	yes
3938	yes	no	yes	yes	yes
3939	no	yes	no	yes	no
3940	yes	yes	no	yes	yes
3941	yes	no	no	yes	yes
3942	no	yes	yes	no	no
3943	no	yes	no	no	no
3944	no	yes	no	no	no
3945	no	yes	yes	no	yes
3946	yes	no	yes	no	no
3947	no	yes	yes	no	no
3948	no	yes	no	no	no
3949	no	yes	no	no	no
3950	yes	yes	yes	no	yes
3951	yes	yes	no	no	yes
3952	no	yes	no	no	no
3953	yes	no	no	yes	yes
3954	no	yes	no	no	no
3955	yes	yes	yes	no	yes
3956	yes	yes	no	yes	no
3957	yes	no	yes	yes	yes
3958	yes	yes	no	no	yes
3959	no	yes	no	no	yes
3960	yes	yes	no	yes	yes
3961	yes	yes	no	no	no
3962	no	yes	no	yes	no
3963	yes	no	no	yes	yes
3964	yes	yes	yes	no	no
3965	yes	no	no	no	no
3966	yes	yes	no	yes	no
3967	no	yes	yes	yes	yes
3968	no	yes	no	no	no
3969	yes	yes	no	yes	yes
3970	no	yes	no	no	no
3971	no	yes	yes	yes	no
3972	yes	no	no	yes	yes
3973	yes	yes	yes	no	yes
3974	yes	yes	yes	no	yes
3975	no	yes	no	no	no
3976	yes	no	yes	yes	yes
3977	no	yes	no	no	no
3978	no	yes	no	no	no
3979	no	no	no	yes	yes
3980	yes	yes	no	no	no
3981	yes	yes	yes	yes	no
3982	no	no	yes	no	no
3983	no	yes	no	no	no
3984	yes	yes	yes	yes	yes
3985	yes	yes	no	yes	no
3986	yes	no	yes	no	no
3987	no	yes	no	no	no
3988	no	yes	no	no	no
3989	no	no	no	no	no
3990	yes	yes	no	no	no
3991	no	yes	no	no	no
3992	yes	yes	yes	yes	yes
3993	yes	no	yes	yes	yes
3994	yes	yes	yes	yes	yes
3995	yes	no	no	yes	no
3996	yes	no	no	no	yes
3997	yes	yes	no	yes	yes
3998	no	yes	no	yes	no
3999	no	yes	yes	no	no
4000	yes	yes	no	yes	yes
4001	yes	yes	no	no	no
4002	yes	yes	no	no	no
4003	yes	yes	no	yes	yes
4004	yes	no	yes	yes	yes
4005	yes	yes	no	yes	no
4006	yes	no	yes	yes	no
4007	no	yes	yes	no	no
4008	yes	no	yes	yes	yes
4009	yes	yes	no	yes	yes
4010	yes	yes	no	no	no
4011	yes	no	no	no	no
4012	yes	yes	no	yes	yes
4013	no	yes	no	no	no
4014	no	no	no	yes	yes
4015	yes	yes	no	no	yes
4016	yes	yes	no	no	no
4017	yes	no	no	yes	no
4018	yes	yes	yes	yes	yes
4019	no	yes	no	no	no
4020	yes	yes	no	yes	no
4021	yes	no	no	no	no
4022	yes	yes	no	yes	no
4023	yes	yes	yes	no	no
4024	yes	no	no	yes	no
4025	no	yes	yes	yes	no
4026	yes	no	no	no	yes
4027	yes	yes	no	no	yes
4028	yes	yes	no	no	no
4029	no	yes	yes	yes	yes
4030	yes	yes	no	yes	no
4031	no	yes	no	no	no
4032	no	yes	no	yes	no
4033	no	yes	no	no	no
4034	yes	no	yes	yes	yes
4035	no	yes	yes	no	yes
4036	yes	yes	yes	yes	yes
4037	no	yes	yes	yes	no
4038	no	yes	no	no	no
4039	no	yes	no	yes	no
4040	no	no	no	no	no
4041	yes	yes	no	no	no
4042	yes	yes	no	yes	yes
4043	no	yes	yes	no	no
4044	no	yes	no	no	no
4045	yes	yes	no	no	no
4046	no	yes	no	yes	no
4047	no	yes	yes	no	yes
4048	yes	yes	no	no	no
4049	yes	no	no	yes	yes
4050	yes	no	yes	yes	no
4051	no	yes	no	no	no
4052	yes	no	yes	yes	yes
4053	yes	yes	yes	yes	no
4054	yes	yes	yes	yes	no
4055	no	yes	no	no	no
4056	yes	yes	no	no	no
4057	yes	yes	no	no	yes
4058	yes	no	no	yes	yes
4059	yes	yes	no	no	no
4060	yes	yes	no	yes	no
4061	yes	yes	no	no	no
4062	yes	yes	no	no	yes
4063	yes	no	yes	yes	no
4064	yes	no	yes	yes	yes
4065	no	yes	no	no	no
4066	no	yes	no	yes	yes
4067	no	yes	no	no	no
4068	yes	yes	no	yes	no
4069	yes	yes	yes	yes	no
4070	no	yes	no	no	no
4071	no	yes	yes	no	no
4072	no	no	no	yes	yes
4073	yes	yes	no	yes	no
4074	yes	yes	no	yes	yes
4075	yes	no	yes	no	no
4076	no	yes	no	no	no
4077	no	no	no	yes	yes
4078	no	yes	yes	no	no
4079	yes	no	yes	yes	yes
4080	yes	no	yes	no	yes
4081	yes	no	yes	yes	yes
4082	no	yes	no	no	no
4083	yes	yes	no	no	yes
4084	yes	yes	no	yes	no
4085	yes	yes	no	yes	yes
4086	no	yes	no	no	no
4087	yes	yes	no	no	no
4088	no	yes	no	no	no
4089	no	yes	yes	no	no
4090	no	yes	no	no	yes
4091	no	yes	no	no	no
4092	no	yes	no	no	no
4093	yes	yes	no	no	yes
4094	no	yes	yes	yes	no
4095	yes	yes	no	no	no
4096	yes	yes	no	yes	yes
4097	no	yes	no	no	no
4098	no	no	yes	yes	no
4099	yes	yes	yes	yes	no
4100	yes	yes	no	yes	yes
4101	yes	yes	yes	yes	yes
4102	no	yes	no	no	yes
4103	yes	yes	no	yes	no
4104	yes	yes	no	yes	no
4105	yes	yes	yes	no	no
4106	no	yes	yes	no	no
4107	yes	yes	yes	yes	no
4108	no	yes	yes	no	no
4109	yes	no	yes	no	no
4110	yes	yes	no	no	no
4111	yes	no	yes	yes	yes
4112	yes	yes	no	no	no
4113	no	yes	no	no	no
4114	yes	no	yes	yes	yes
4115	no	no	yes	no	yes
4116	yes	yes	no	yes	yes
4117	yes	yes	no	yes	yes
4118	yes	yes	no	yes	no
4119	no	yes	no	no	no
4120	yes	yes	yes	yes	no
4121	yes	yes	no	no	no
4122	no	no	no	no	yes
4123	yes	no	no	yes	yes
4124	yes	yes	no	yes	no
4125	no	yes	no	no	no
4126	yes	no	no	yes	yes
4127	yes	no	no	no	no
4128	yes	yes	no	yes	no
4129	yes	no	no	no	no
4130	no	yes	no	no	no
4131	yes	yes	no	yes	yes
4132	yes	no	no	yes	yes
4133	no	yes	no	no	no
4134	yes	no	yes	yes	no
4135	yes	no	no	yes	no
4136	yes	yes	no	yes	no
4137	no	yes	yes	no	no
4138	no	yes	no	no	no
4139	no	yes	no	no	no
4140	no	yes	yes	yes	no
4141	yes	no	yes	no	no
4142	yes	yes	no	yes	no
4143	no	yes	no	yes	no
4144	no	yes	no	no	no
4145	yes	no	yes	yes	yes
4146	yes	yes	yes	yes	no
4147	no	yes	no	yes	no
4148	yes	no	no	yes	no
4149	yes	no	yes	yes	yes
4150	yes	yes	no	no	no
4151	yes	yes	yes	yes	no
4152	yes	yes	no	yes	no
4153	yes	no	yes	yes	yes
4154	yes	no	yes	no	yes
4155	no	yes	no	yes	yes
4156	yes	no	no	yes	no
4157	yes	yes	yes	no	no
4158	no	yes	no	no	no
4159	yes	no	yes	no	no
4160	no	yes	no	yes	no
4161	no	yes	no	no	no
4162	no	yes	no	no	no
4163	yes	yes	no	no	no
4164	yes	yes	no	no	no
4165	yes	yes	yes	yes	yes
4166	yes	yes	no	no	no
4167	yes	no	no	yes	no
4168	no	yes	no	no	no
4169	yes	no	yes	yes	yes
4170	yes	yes	yes	yes	no
4171	no	yes	yes	yes	yes
4172	no	yes	yes	no	no
4173	yes	yes	yes	yes	yes
4174	yes	yes	no	yes	yes
4175	no	yes	no	no	no
4176	yes	yes	no	yes	no
4177	no	yes	no	no	no
4178	yes	no	no	yes	no
4179	yes	no	yes	yes	no
4180	yes	yes	no	yes	no
4181	yes	no	yes	no	yes
4182	yes	no	yes	yes	yes
4183	no	yes	no	yes	no
4184	yes	no	yes	yes	yes
4185	yes	no	yes	yes	yes
4186	no	yes	yes	no	no
4187	yes	yes	no	yes	yes
4188	no	no	yes	no	no
4189	yes	yes	no	no	no
4190	no	yes	no	yes	no
4191	yes	no	yes	no	yes
4192	yes	no	yes	yes	yes
4193	yes	yes	no	yes	no
4194	yes	no	yes	no	no
4195	yes	no	no	yes	yes
4196	no	yes	no	no	no
4197	yes	yes	no	no	no
4198	yes	yes	no	no	no
4199	yes	yes	no	no	no
4200	no	yes	no	yes	no
4201	yes	yes	yes	no	no
4202	no	yes	no	no	no
4203	yes	no	yes	no	yes
4204	yes	yes	no	yes	yes
4205	no	yes	no	no	no
4206	yes	yes	yes	yes	no
4207	yes	yes	no	no	no
4208	no	yes	no	yes	no
4209	yes	no	no	yes	no
4210	yes	yes	no	no	yes
4211	no	yes	no	no	no
4212	yes	yes	yes	no	yes
4213	yes	yes	yes	yes	no
4214	no	yes	no	yes	no
4215	yes	no	yes	yes	yes
4216	no	yes	yes	yes	yes
4217	no	yes	yes	no	yes
4218	yes	yes	no	no	yes
4219	yes	yes	no	no	no
4220	no	no	no	no	no
4221	yes	yes	no	yes	no
4222	yes	yes	no	no	no
4223	yes	yes	no	yes	yes
4224	yes	yes	no	no	no
4225	no	yes	no	yes	no
4226	yes	no	yes	yes	no
4227	no	yes	yes	no	no
4228	no	yes	no	no	no
4229	yes	no	no	yes	yes
4230	yes	no	no	no	no
4231	yes	yes	no	yes	yes
4232	yes	yes	yes	yes	yes
4233	no	yes	no	no	no
4234	no	yes	yes	yes	yes
4235	yes	yes	no	yes	yes
4236	yes	yes	no	yes	no
4237	yes	yes	no	no	no
4238	yes	yes	no	yes	no
4239	yes	yes	no	yes	no
4240	yes	yes	yes	yes	yes
4241	yes	no	no	yes	no
4242	yes	yes	no	no	no
4243	no	yes	no	no	no
4244	no	yes	no	no	no
4245	yes	yes	no	no	no
4246	yes	no	yes	yes	yes
4247	yes	yes	no	yes	no
4248	yes	yes	no	no	no
4249	yes	yes	no	no	no
4250	no	yes	no	no	no
4251	no	no	no	yes	no
4252	yes	no	yes	yes	no
4253	no	yes	no	no	yes
4254	no	yes	no	no	no
4255	yes	no	yes	yes	yes
4256	no	yes	yes	no	yes
4257	yes	no	yes	yes	yes
4258	no	yes	no	no	no
4259	no	yes	no	no	yes
4260	yes	yes	no	yes	no
4261	yes	no	yes	yes	yes
4262	yes	no	no	yes	yes
4263	yes	no	yes	yes	no
4264	yes	no	no	yes	yes
4265	no	yes	no	yes	no
4266	yes	yes	yes	yes	no
4267	no	yes	yes	yes	yes
4268	yes	no	yes	no	yes
4269	no	yes	no	no	yes
4270	no	no	yes	no	no
4271	yes	yes	no	no	no
4272	no	yes	yes	no	no
4273	yes	yes	no	no	no
4274	yes	yes	no	yes	no
4275	yes	no	yes	yes	yes
4276	yes	yes	no	yes	no
4277	no	yes	no	yes	yes
4278	no	yes	yes	yes	no
4279	yes	yes	no	yes	no
4280	yes	yes	yes	no	no
4281	yes	yes	no	no	yes
4282	no	yes	no	yes	no
4283	yes	yes	no	no	no
4284	no	yes	yes	yes	no
4285	yes	no	yes	yes	yes
4286	yes	no	no	no	no
4287	no	yes	yes	no	no
4288	no	yes	no	no	no
4289	no	no	yes	yes	no
4290	no	yes	yes	yes	no
4291	yes	no	yes	yes	yes
4292	no	yes	no	yes	no
4293	yes	yes	no	no	no
4294	yes	yes	no	no	yes
4295	yes	yes	no	yes	yes
4296	yes	yes	no	yes	no
4297	no	yes	no	yes	no
4298	no	yes	yes	no	no
4299	yes	yes	no	yes	yes
4300	no	yes	no	no	no
4301	yes	no	no	yes	yes
4302	yes	no	no	yes	yes
4303	no	yes	no	yes	no
4304	no	no	yes	no	no
4305	yes	yes	no	no	yes
4306	no	yes	yes	yes	yes
4307	yes	no	yes	yes	yes
4308	no	yes	yes	yes	no
4309	no	yes	no	no	no
4310	no	no	no	yes	no
4311	yes	yes	no	yes	no
4312	yes	yes	no	yes	no
4313	yes	yes	yes	yes	yes
4314	yes	yes	no	no	yes
4315	yes	yes	yes	yes	yes
4316	yes	yes	no	no	no
4317	yes	no	yes	yes	yes
4318	yes	yes	no	yes	no
4319	yes	yes	no	yes	no
4320	yes	yes	no	yes	no
4321	yes	yes	yes	no	no
4322	yes	yes	no	no	no
4323	yes	no	yes	yes	yes
4324	yes	yes	no	no	no
4325	no	yes	no	no	no
4326	yes	no	yes	yes	no
4327	no	yes	yes	no	yes
4328	no	yes	no	no	no
4329	no	no	no	no	yes
4330	yes	yes	no	yes	no
4331	yes	no	no	yes	yes
4332	yes	yes	no	no	no
4333	yes	no	yes	yes	yes
4334	yes	no	no	yes	no
4335	yes	yes	yes	yes	yes
4336	no	yes	yes	yes	no
4337	yes	yes	no	yes	no
4338	no	no	no	no	no
4339	no	yes	no	yes	no
4340	yes	yes	no	no	no
4341	no	no	no	no	no
4342	no	yes	no	no	no
4343	no	yes	no	yes	no
4344	yes	yes	no	no	no
4345	no	yes	no	no	no
4346	no	no	no	no	no
4347	yes	yes	yes	yes	yes
4348	yes	yes	yes	no	yes
4349	no	yes	yes	yes	yes
4350	yes	yes	yes	yes	no
4351	yes	yes	yes	yes	no
4352	yes	no	no	yes	yes
4353	no	no	yes	no	yes
4354	yes	no	yes	yes	yes
4355	yes	yes	yes	no	no
4356	no	yes	yes	no	no
4357	yes	yes	no	yes	yes
4358	no	yes	no	no	no
4359	yes	no	no	yes	no
4360	no	no	yes	no	no
4361	no	no	yes	yes	yes
4362	yes	yes	no	no	yes
4363	no	no	no	no	yes
4364	no	yes	no	no	no
4365	yes	no	no	yes	yes
4366	no	yes	no	no	no
4367	yes	no	no	no	no
4368	yes	yes	no	yes	no
4369	yes	no	yes	yes	no
4370	yes	yes	yes	no	yes
4371	no	yes	yes	no	no
4372	yes	yes	no	yes	no
4373	yes	yes	no	yes	no
4374	yes	yes	yes	yes	yes
4375	yes	no	yes	yes	yes
4376	yes	yes	yes	no	no
4377	yes	no	yes	yes	yes
4378	yes	yes	no	yes	yes
4379	no	yes	no	no	no
4380	yes	no	yes	no	yes
4381	no	no	no	no	yes
4382	yes	yes	yes	no	no
4383	no	yes	no	no	no
4384	yes	yes	yes	yes	yes
4385	no	yes	yes	yes	no
4386	no	yes	no	yes	no
4387	no	yes	yes	no	yes
4388	yes	yes	no	no	no
4389	yes	yes	no	no	no
4390	yes	no	yes	yes	yes
4391	yes	no	no	no	yes
4392	yes	yes	yes	yes	no
4393	yes	yes	yes	yes	yes
4394	yes	yes	no	yes	yes
4395	yes	yes	no	yes	no
4396	no	yes	no	no	no
4397	yes	no	yes	yes	yes
4398	no	yes	no	no	no
4399	yes	yes	no	no	no
4400	yes	yes	no	yes	no
4401	yes	no	yes	no	no
4402	no	yes	no	yes	no
4403	yes	yes	no	yes	yes
4404	no	yes	no	no	no
4405	no	yes	yes	no	yes
4406	no	yes	yes	yes	yes
4407	no	yes	yes	yes	yes
4408	yes	no	no	no	yes
4409	yes	no	yes	yes	yes
4410	no	yes	yes	no	no
4411	yes	no	yes	yes	no
4412	no	yes	no	no	no
4413	no	yes	no	yes	yes
4414	yes	yes	yes	no	yes
4415	yes	yes	yes	yes	yes
4416	no	no	no	yes	yes
4417	no	yes	no	no	no
4418	no	yes	no	no	no
4419	no	yes	yes	no	no
4420	yes	no	yes	yes	yes
4421	yes	yes	no	no	no
4422	yes	no	yes	yes	yes
4423	yes	no	yes	yes	yes
4424	yes	yes	yes	yes	no
4425	no	yes	no	no	no
4426	no	yes	no	no	yes
4427	no	no	no	yes	no
4428	no	yes	no	yes	no
4429	yes	no	no	yes	no
4430	yes	no	no	yes	yes
4431	no	yes	no	no	no
4432	yes	yes	no	no	no
4433	no	yes	no	no	no
4434	no	yes	no	no	no
4435	yes	yes	no	yes	yes
4436	yes	no	yes	yes	yes
4437	no	yes	no	no	no
4438	yes	yes	yes	no	no
4439	yes	yes	no	yes	yes
4440	yes	no	no	yes	no
4441	no	yes	no	no	no
4442	no	no	no	no	no
4443	no	yes	yes	no	no
4444	no	yes	no	no	no
4445	yes	no	yes	no	no
4446	no	yes	yes	no	no
4447	no	yes	no	yes	yes
4448	no	yes	no	no	no
4449	no	yes	no	no	yes
4450	yes	no	no	no	no
4451	no	yes	no	yes	no
4452	no	no	no	no	yes
4453	no	yes	no	no	yes
4454	yes	yes	yes	yes	yes
4455	yes	yes	no	no	yes
4456	yes	no	no	yes	no
4457	yes	yes	no	yes	yes
4458	yes	no	yes	yes	no
4459	no	yes	yes	yes	yes
4460	no	yes	no	no	no
4461	yes	yes	no	yes	no
4462	yes	yes	yes	yes	no
4463	yes	yes	yes	yes	yes
4464	no	yes	no	no	no
4465	yes	yes	no	no	no
4466	no	yes	yes	no	no
4467	yes	no	no	yes	no
4468	no	yes	no	yes	no
4469	yes	no	yes	yes	yes
4470	yes	yes	yes	yes	no
4471	no	yes	no	no	no
4472	yes	yes	no	yes	no
4473	yes	no	yes	yes	yes
4474	no	yes	no	no	no
4475	yes	no	no	yes	yes
4476	no	yes	yes	yes	no
4477	no	yes	no	yes	yes
4478	yes	yes	no	yes	no
4479	yes	yes	no	yes	no
4480	no	yes	no	no	no
4481	yes	no	yes	no	no
4482	yes	yes	no	no	no
4483	yes	yes	no	no	no
4484	no	yes	no	no	no
4485	no	yes	no	no	yes
4486	no	yes	no	yes	yes
4487	yes	yes	no	yes	no
4488	no	yes	no	yes	yes
4489	no	yes	no	yes	yes
4490	no	yes	yes	no	no
4491	yes	yes	no	no	no
4492	no	no	yes	no	no
4493	no	yes	no	no	no
4494	no	yes	no	no	no
4495	yes	no	yes	no	no
4496	no	yes	yes	yes	no
4497	no	yes	no	no	no
4498	yes	yes	yes	yes	yes
4499	yes	no	no	yes	no
4500	yes	yes	yes	no	no
4501	yes	no	no	no	no
4502	no	yes	no	no	yes
4503	yes	yes	no	no	no
4504	yes	yes	no	yes	no
4505	yes	yes	no	yes	no
4506	yes	yes	no	yes	yes
4507	yes	no	yes	yes	yes
4508	yes	yes	yes	yes	no
4509	no	yes	no	no	yes
4510	no	no	yes	yes	no
4511	yes	yes	yes	yes	yes
4512	no	yes	no	no	no
4513	no	yes	no	yes	yes
4514	yes	no	yes	no	no
4515	yes	yes	yes	no	no
4516	no	yes	no	yes	yes
4517	yes	yes	yes	no	no
4518	yes	yes	no	no	no
4519	yes	yes	yes	no	no
4520	yes	yes	no	yes	no
4521	yes	yes	no	yes	yes
4522	no	yes	yes	no	yes
4523	yes	yes	yes	yes	no
4524	no	no	no	no	no
4525	yes	no	yes	no	no
4526	yes	no	yes	yes	yes
4527	yes	yes	no	no	yes
4528	yes	no	yes	yes	yes
4529	yes	no	yes	yes	no
4530	no	yes	no	yes	no
4531	no	yes	yes	no	no
4532	yes	yes	no	no	no
4533	yes	yes	no	yes	no
4534	yes	yes	no	no	no
4535	yes	yes	yes	yes	yes
4536	yes	yes	no	yes	yes
4537	yes	no	no	yes	yes
4538	no	yes	no	no	no
4539	no	yes	no	no	no
4540	yes	no	yes	yes	no
4541	no	no	yes	no	no
4542	yes	yes	no	yes	no
4543	no	yes	no	no	no
4544	no	yes	no	yes	no
4545	no	yes	no	no	no
4546	yes	no	yes	yes	yes
4547	yes	no	no	yes	yes
4548	no	yes	no	no	yes
4549	yes	yes	no	no	no
4550	yes	yes	no	yes	no
4551	no	no	no	no	no
4552	yes	yes	no	yes	no
4553	yes	yes	no	yes	no
4554	yes	no	no	yes	yes
4555	no	no	yes	yes	yes
4556	no	yes	no	no	no
4557	no	yes	no	no	no
4558	no	yes	no	no	no
4559	yes	yes	no	no	yes
4560	yes	no	yes	no	no
4561	no	yes	no	yes	no
4562	yes	yes	yes	yes	no
4563	no	yes	no	yes	yes
4564	no	yes	yes	yes	no
4565	yes	yes	no	yes	no
4566	no	yes	yes	no	no
4567	yes	no	no	yes	no
4568	no	no	yes	yes	no
4569	yes	no	yes	yes	no
4570	no	yes	yes	yes	yes
4571	no	yes	no	no	no
4572	yes	yes	no	yes	yes
4573	yes	yes	no	no	no
4574	no	yes	no	no	no
4575	no	yes	no	no	no
4576	yes	no	no	yes	yes
4577	no	no	yes	no	yes
4578	yes	yes	no	yes	no
4579	no	yes	no	no	no
4580	yes	yes	yes	no	no
4581	no	yes	no	no	no
4582	yes	yes	no	yes	no
4583	yes	no	yes	yes	yes
4584	no	yes	no	no	no
4585	yes	yes	no	yes	yes
4586	yes	yes	yes	yes	no
4587	yes	yes	no	yes	yes
4588	yes	no	yes	yes	no
4589	yes	no	yes	no	no
4590	yes	no	yes	yes	yes
4591	yes	yes	yes	yes	yes
4592	no	yes	no	no	no
4593	no	yes	no	no	no
4594	yes	yes	no	yes	no
4595	no	yes	no	no	no
4596	yes	yes	yes	yes	no
4597	yes	yes	yes	yes	yes
4598	yes	yes	no	yes	no
4599	yes	yes	yes	yes	yes
4600	no	yes	no	no	no
4601	yes	yes	yes	no	no
4602	no	yes	yes	yes	yes
4603	no	yes	yes	no	no
4604	no	no	no	yes	yes
4605	yes	no	yes	yes	yes
4606	no	yes	no	no	yes
4607	yes	no	no	yes	no
4608	no	yes	no	no	no
4609	yes	yes	no	yes	no
4610	yes	yes	no	no	yes
4611	yes	yes	no	yes	no
4612	yes	yes	yes	yes	yes
4613	yes	yes	no	no	no
4614	yes	no	no	yes	yes
4615	yes	yes	no	yes	no
4616	yes	yes	yes	yes	yes
4617	yes	yes	yes	yes	yes
4618	yes	yes	yes	no	yes
4619	no	yes	no	no	no
4620	yes	yes	no	yes	yes
4621	yes	yes	no	no	no
4622	no	yes	no	no	no
4623	yes	yes	yes	yes	yes
4624	no	no	yes	no	no
4625	no	yes	no	no	no
4626	no	yes	no	no	no
4627	yes	yes	no	no	no
4628	no	no	no	yes	yes
4629	yes	yes	yes	yes	yes
4630	no	yes	no	yes	no
4631	yes	yes	no	no	no
4632	no	yes	no	no	no
4633	yes	yes	no	no	no
4634	yes	yes	yes	yes	no
4635	no	yes	no	no	no
4636	yes	yes	yes	yes	yes
4637	no	yes	no	no	no
4638	yes	no	no	yes	yes
4639	no	yes	yes	no	no
4640	yes	yes	yes	yes	yes
4641	yes	no	no	yes	yes
4642	yes	no	no	no	no
4643	no	yes	no	yes	no
4644	yes	yes	yes	yes	yes
4645	yes	no	no	yes	yes
4646	yes	yes	no	yes	no
4647	yes	no	yes	yes	no
4648	yes	yes	no	yes	no
4649	yes	no	yes	yes	yes
4650	no	yes	yes	yes	yes
4651	no	yes	no	no	yes
4652	yes	no	yes	yes	no
4653	yes	no	yes	yes	no
4654	no	yes	no	no	no
4655	yes	yes	no	yes	no
4656	yes	yes	no	no	yes
4657	no	no	no	no	no
4658	no	yes	no	no	no
4659	yes	yes	yes	yes	yes
4660	no	yes	no	no	no
4661	yes	no	no	yes	yes
4662	no	yes	no	no	no
4663	yes	yes	no	yes	no
4664	no	yes	no	no	no
4665	yes	yes	no	yes	yes
4666	yes	yes	no	yes	no
4667	no	yes	yes	yes	yes
4668	yes	yes	no	yes	no
4669	yes	no	yes	yes	no
4670	yes	yes	no	yes	no
4671	yes	yes	yes	yes	yes
4672	yes	yes	yes	no	yes
4673	yes	no	yes	no	no
4674	yes	yes	no	yes	yes
4675	no	yes	yes	no	yes
4676	yes	yes	yes	yes	yes
4677	yes	yes	yes	yes	no
4678	yes	yes	yes	yes	no
4679	no	yes	no	no	no
4680	no	yes	no	yes	no
4681	no	yes	yes	no	no
4682	yes	yes	no	yes	no
4683	no	yes	yes	yes	no
4684	yes	yes	no	yes	no
4685	yes	yes	no	yes	yes
4686	no	yes	yes	yes	yes
4687	no	yes	yes	no	no
4688	no	yes	no	no	no
4689	yes	yes	no	no	yes
4690	yes	yes	no	no	no
4691	yes	yes	yes	yes	no
4692	no	yes	no	yes	yes
4693	no	yes	yes	no	no
4694	yes	yes	no	no	no
4695	yes	yes	no	no	no
4696	yes	yes	yes	yes	no
4697	no	yes	yes	no	no
4698	no	no	yes	yes	no
4699	yes	yes	yes	yes	no
4700	yes	yes	yes	yes	no
4701	yes	no	yes	yes	yes
4702	yes	yes	no	yes	no
4703	yes	no	yes	no	no
4704	yes	yes	no	yes	no
4705	yes	yes	no	no	no
4706	no	yes	no	yes	no
4707	yes	yes	yes	yes	no
4708	no	yes	yes	no	no
4709	yes	yes	no	no	no
4710	yes	yes	no	no	no
4711	yes	yes	no	no	no
4712	no	yes	yes	no	no
4713	yes	yes	no	yes	yes
4714	no	yes	yes	no	yes
4715	yes	yes	no	yes	no
4716	no	yes	no	yes	yes
4717	yes	no	no	yes	yes
4718	yes	yes	no	yes	no
4719	yes	yes	no	yes	no
4720	yes	no	no	no	no
4721	yes	no	no	yes	yes
4722	no	yes	no	no	no
4723	yes	yes	no	yes	no
4724	yes	yes	yes	no	yes
4725	yes	yes	no	yes	yes
4726	no	yes	no	yes	yes
4727	no	yes	no	yes	no
4728	yes	yes	no	no	no
4729	yes	yes	no	yes	yes
4730	yes	yes	yes	yes	yes
4731	yes	yes	yes	yes	yes
4732	no	yes	no	no	no
4733	no	yes	no	no	yes
4734	yes	yes	no	yes	yes
4735	no	yes	yes	yes	yes
4736	no	yes	no	no	no
4737	yes	yes	no	no	no
